Train_loss,val_loss,Iou_train,Iou_test,Pixel_acc_train,Pixel_acc_test
0.13743960857391357,0.08604256063699722,0.2573920488357544,0.34262537956237793,0.3260360062122345,0.39855360984802246
0.06453915685415268,0.06704042851924896,0.41379567980766296,0.4128480851650238,0.5072076320648193,0.5063017010688782
0.07094205915927887,0.08321025967597961,0.479854017496109,0.4038628339767456,0.5760635137557983,0.4952681362628937
0.0986088290810585,0.0558011569082737,0.5259662866592407,0.49600958824157715,0.6207928657531738,0.5760253071784973
0.0717758908867836,0.062411803752183914,0.5621158480644226,0.46122080087661743,0.6561250686645508,0.5492443442344666
0.05981247127056122,0.050892069935798645,0.5776379108428955,0.5354095101356506,0.6729222536087036,0.6262235045433044
0.053762972354888916,0.053837116807699203,0.5986954569816589,0.4871540665626526,0.6928674578666687,0.5678813457489014
0.04601704701781273,0.04563095420598984,0.6110460162162781,0.5447015166282654,0.7036613821983337,0.6283001899719238
0.047680456191301346,0.04105643928050995,0.6230080127716064,0.5611256957054138,0.7142200469970703,0.6407475471496582
0.0609356164932251,0.04803984612226486,0.6237335205078125,0.576518714427948,0.7152583003044128,0.6912204027175903
0.038103532046079636,0.03994113579392433,0.6368857622146606,0.5671693682670593,0.7281143069267273,0.6483592987060547
0.04877859354019165,0.04733152687549591,0.6434520483016968,0.5266488194465637,0.7353677153587341,0.5889151692390442
0.03992947190999985,0.044426966458559036,0.6466784477233887,0.5532812476158142,0.7360401153564453,0.6330781579017639
0.05267157778143883,0.04221077263355255,0.6045351624488831,0.5631681084632874,0.6992897987365723,0.6421887874603271
0.05014105141162872,0.04257410764694214,0.6511769890785217,0.5593847632408142,0.7399847507476807,0.618590235710144
0.04370790719985962,0.0355416014790535,0.6645240783691406,0.6021867990493774,0.7522971034049988,0.6930493712425232
0.029353275895118713,0.040412258356809616,0.6688563823699951,0.5882987380027771,0.756340742111206,0.6814322471618652
0.040693480521440506,0.03967593237757683,0.6716768145561218,0.5847224593162537,0.7598884701728821,0.6629341840744019
0.03560154512524605,0.038443636149168015,0.6691761612892151,0.5701678395271301,0.7555467486381531,0.6440954208374023
0.0309436097741127,0.046019528061151505,0.6705291867256165,0.569639265537262,0.7575619220733643,0.636497974395752
0.03721880167722702,0.035643406212329865,0.6768712401390076,0.5857679843902588,0.7638339996337891,0.6571217179298401
0.03391417860984802,0.03676646202802658,0.677045464515686,0.5977473258972168,0.7631403803825378,0.6898915767669678
0.052953094244003296,0.04027727618813515,0.6741361618041992,0.5774438381195068,0.7619641423225403,0.6738736629486084
0.04731696844100952,0.034394290298223495,0.6586475968360901,0.5812225937843323,0.7489534616470337,0.6723790168762207
0.04232489690184593,0.032939422875642776,0.6720255613327026,0.5973341464996338,0.7580817937850952,0.6748867034912109
0.035343095660209656,0.03284977376461029,0.6889849901199341,0.6125115156173706,0.772706925868988,0.6889514327049255
0.03482736274600029,0.03477334976196289,0.6937627196311951,0.6070137023925781,0.7783874869346619,0.6824193000793457
0.034898582845926285,0.033413950353860855,0.6906154155731201,0.6127424240112305,0.7729737162590027,0.6995624899864197
0.03196391090750694,0.03470197319984436,0.6923456788063049,0.583665668964386,0.7751244902610779,0.6473909616470337
0.03050612099468708,0.033342037349939346,0.6841151714324951,0.6098081469535828,0.7686647772789001,0.6935216784477234
0.036279987543821335,0.031458742916584015,0.6963993906974792,0.6145129799842834,0.7790032029151917,0.7008794546127319
0.032593514770269394,0.036620769649744034,0.7002750039100647,0.5796236991882324,0.7831337451934814,0.6342454552650452
0.03587805852293968,0.03491850942373276,0.7069390416145325,0.6030265688896179,0.7885019183158875,0.6701633334159851
0.030423006042838097,0.033036619424819946,0.705841600894928,0.6034630537033081,0.7871384620666504,0.6756823062896729
0.04181411862373352,0.032357726246118546,0.7068346738815308,0.6144375801086426,0.7880133390426636,0.6925697922706604
0.036452293395996094,0.03370492160320282,0.7049586772918701,0.6146742105484009,0.78645259141922,0.6873235106468201
0.03681560605764389,0.030892901122570038,0.7061085104942322,0.6232658624649048,0.7874660491943359,0.7033661603927612
0.05045075714588165,0.04972387105226517,0.6895383596420288,0.5082852244377136,0.7743602395057678,0.6354682445526123
0.03325130417943001,0.03287941962480545,0.6311196684837341,0.6020519137382507,0.7228813767433167,0.6771751046180725
0.035812824964523315,0.030594628304243088,0.7030135989189148,0.6231829524040222,0.7857308387756348,0.6977421641349792
0.028423873707652092,0.030285973101854324,0.7163190245628357,0.6324523687362671,0.7958179712295532,0.7148633003234863
0.027100613340735435,0.03025760129094124,0.7160516977310181,0.6340038776397705,0.7944067120552063,0.7241559028625488
0.028358565643429756,0.03147987648844719,0.7226699590682983,0.6248059272766113,0.8010701537132263,0.6973938345909119
0.029935726895928383,0.0324663370847702,0.7151109576225281,0.6293234825134277,0.7923149466514587,0.7059246897697449
0.03146938979625702,0.030399881303310394,0.7160196900367737,0.6220499873161316,0.7938925623893738,0.6933049559593201
0.03371397778391838,0.031630709767341614,0.7161751985549927,0.614362895488739,0.7934090495109558,0.6793245673179626
0.02705512009561062,0.03002253547310829,0.7228038311004639,0.622291088104248,0.8011125922203064,0.6966217756271362
0.028714152052998543,0.03163164108991623,0.7192422151565552,0.6264727711677551,0.7970133423805237,0.7085347175598145
0.041054293513298035,0.03220709413290024,0.7220363616943359,0.6344943642616272,0.7991551756858826,0.7385685443878174
0.022620683535933495,0.0335550382733345,0.7183055877685547,0.6216471791267395,0.7958599925041199,0.7005082368850708
