Train_loss,val_loss,Iou_train,Iou_test,Pixel_acc_train,Pixel_acc_test
1.0619962215423584,0.9513550400733948,0.08229020237922668,0.09914291650056839,0.5821683288902365,0.7676278027621183
0.8493869304656982,3.7320547103881836,0.11417803913354874,0.017591390758752823,0.8053219579881238,0.22610638358376242
0.5390793681144714,0.5338881611824036,0.12478037923574448,0.12688681483268738,0.8238759030577957,0.8192764629017223
0.4559106230735779,0.4359484016895294,0.14092238247394562,0.15572211146354675,0.8456387776200489,0.8437778732993386
0.4351566731929779,0.3449401557445526,0.16841477155685425,0.17978984117507935,0.8650587656164681,0.864788835698908
0.39706218242645264,0.2939612567424774,0.1985911726951599,0.2115582674741745,0.8825708676409978,0.881910584189675
0.40338706970214844,0.5954417586326599,0.22227352857589722,0.1543654501438141,0.8880292728383055,0.8242076526988636
0.3301263153553009,0.2570440173149109,0.2294108271598816,0.2488677203655243,0.8898083040791174,0.8957415927540172
0.33842864632606506,0.22246260941028595,0.2653030455112457,0.2799434959888458,0.9082314193889659,0.9059749083085493
0.2922610342502594,0.20000199973583221,0.29567378759384155,0.30721789598464966,0.916677991805538,0.914140137759122
0.28764426708221436,0.18786516785621643,0.3193019926548004,0.3267776370048523,0.9222691423149519,0.91814847425981
0.33618760108947754,0.1746091991662979,0.3452175259590149,0.3527160882949829,0.9278912041776923,0.9245545647361062
0.2278730273246765,0.17213939130306244,0.3605824112892151,0.3571133315563202,0.9308395816433814,0.9230115196921609
0.15725158154964447,0.15011805295944214,0.3781505227088928,0.3859257698059082,0.9345963590888567,0.9318070411682129
0.22383132576942444,0.1480550616979599,0.3942061960697174,0.40225648880004883,0.9372520733905094,0.9336801875721324
0.202657088637352,0.14829277992248535,0.4166235327720642,0.40505075454711914,0.9406911973030336,0.9347573193636808
0.15683655440807343,0.14164452254772186,0.4143281877040863,0.42005443572998047,0.9388032051824754,0.936145999214866
0.20609427988529205,0.13597123324871063,0.4291353225708008,0.44333046674728394,0.9425136566162109,0.938646056435325
0.14302578568458557,0.1268506646156311,0.43467533588409424,0.4391661286354065,0.9436163604900402,0.9386454495516691
0.22655299305915833,0.11706816405057907,0.4403403401374817,0.45470258593559265,0.9449527330296015,0.9427484599026766
0.14471910893917084,0.11656221747398376,0.45582085847854614,0.45512014627456665,0.9469348066596575,0.9426654902371493
0.20726177096366882,0.10708910971879959,0.4701576232910156,0.4874158203601837,0.9495297934419366,0.9473107077858665
0.15423263609409332,0.10313937813043594,0.47982919216156006,0.48909467458724976,0.9510550201580089,0.9491548538208008
0.14388751983642578,0.10275795310735703,0.48570191860198975,0.4962203800678253,0.9518343012820007,0.9485592408613726
0.1456635594367981,0.09968242049217224,0.4958966076374054,0.5052645802497864,0.9536561104559129,0.9511645923961293
0.12833617627620697,0.0956077128648758,0.4991809129714966,0.5064923763275146,0.9536254780266874,0.9515050974759188
0.1448870450258255,0.1280112862586975,0.5069015622138977,0.48712608218193054,0.9545660839285902,0.9428080211986195
0.11538797616958618,0.09652689099311829,0.5054481625556946,0.5171993374824524,0.9519882509785315,0.9517575177279386
0.1241573616862297,0.08801320195198059,0.5358314514160156,0.5474460124969482,0.9569663632300592,0.9549514597112483
0.15646860003471375,0.08983734250068665,0.5432289838790894,0.5389993190765381,0.9573307037353516,0.9537683400240812
0.11794732511043549,0.08517522364854813,0.5535896420478821,0.5546596646308899,0.9584940366847541,0.9562566063620828
0.11185792088508606,0.08542991429567337,0.5591624975204468,0.5673303604125977,0.9598627254527102,0.9566972905939275
0.09619791805744171,0.08189921826124191,0.566049337387085,0.564278781414032,0.9603173143120222,0.9576232216574929
0.1173056811094284,0.07744190841913223,0.5662771463394165,0.5704654455184937,0.961173830750168,0.9591784910722212
0.14659611880779266,0.07756173610687256,0.5734455585479736,0.58212810754776,0.9618410151491883,0.9595595273104581
0.13266445696353912,0.08329018950462341,0.5797204971313477,0.5628224611282349,0.9626667863579207,0.9575464942238547
0.0874912217259407,0.08539554476737976,0.5891287326812744,0.5775665640830994,0.9631734499367334,0.9563342441212047
0.10893255472183228,0.07885296642780304,0.5976235270500183,0.5920830368995667,0.9636402622345954,0.9600582989779386
0.12481210380792618,0.07658439874649048,0.5934740304946899,0.5989969968795776,0.9625147152972477,0.9607612869956277
0.09573111683130264,0.07172685116529465,0.6159965991973877,0.6235955953598022,0.9645768811625819,0.9631628123196688
0.11577966809272766,0.06923656910657883,0.6372395753860474,0.6246187686920166,0.9671593512258222,0.9644868590615012
0.08807185292243958,0.07029562443494797,0.6384487152099609,0.6270625591278076,0.9672046353740077,0.9637612429532137
0.10881861299276352,0.06689354032278061,0.6443941593170166,0.6472203731536865,0.9675855062341178,0.9653414812954989
0.08771705627441406,0.06910780072212219,0.6445910930633545,0.635945200920105,0.9675224816927346,0.9644396955316716
0.08399230986833572,0.07217931747436523,0.64955073595047,0.6286304593086243,0.9681862000496156,0.963902473449707
0.10559745132923126,0.07336977124214172,0.6400383710861206,0.6225186586380005,0.967220954484837,0.9625607403841886
0.0893310010433197,0.06469769030809402,0.6520960927009583,0.6410936117172241,0.9684641458654916,0.9660114808516069
0.08444314450025558,0.06872052699327469,0.6535322070121765,0.6364284753799438,0.9679992101525748,0.9646529717878862
0.12040653824806213,0.06742821633815765,0.6513579487800598,0.6455042362213135,0.9679977806665564,0.965114333412864
0.08363562822341919,0.06863921135663986,0.655450165271759,0.6402565836906433,0.9687712043844243,0.9647898240522905
