Train_loss,val_loss,Iou_train,Iou_test,Pixel_acc_train,Pixel_acc_test
0.5714583992958069,0.45576056838035583,0.11511866748332977,0.16652527451515198,0.14590699970722198,0.21083949506282806
0.3535062074661255,0.2963394224643707,0.1967940628528595,0.2624185383319855,0.2506384253501892,0.33769261837005615
0.22919100522994995,0.17259885370731354,0.3267918527126312,0.40111058950424194,0.402134507894516,0.47334739565849304
0.17537003755569458,0.12421610951423645,0.4748266339302063,0.5158647894859314,0.5530832409858704,0.5991915464401245
0.10285041481256485,0.0771201029419899,0.5912168025970459,0.6320158243179321,0.6650006771087646,0.7037748098373413
0.1050565242767334,0.06641712039709091,0.6596870422363281,0.6695177555084229,0.7313591241836548,0.7468273639678955
0.0688127651810646,0.05839436873793602,0.7066642045974731,0.6924622058868408,0.7703258395195007,0.7581976652145386
0.05289429426193237,0.049279626458883286,0.7364658117294312,0.7258798480033875,0.7977983355522156,0.7848542332649231
0.053704869002103806,0.047542754560709,0.7554025650024414,0.7352807521820068,0.8136537671089172,0.8249505162239075
0.05808289349079132,0.041491810232400894,0.7672134041786194,0.7575726509094238,0.8264219164848328,0.8177591562271118
0.05894600227475166,0.04149797558784485,0.7831609845161438,0.7644209265708923,0.8373993635177612,0.8452032804489136
0.04903430864214897,0.03613938018679619,0.79633629322052,0.778853714466095,0.8513714075088501,0.8369024991989136
0.05068063735961914,0.03633829951286316,0.8032757639884949,0.7836804986000061,0.8566219210624695,0.8522026538848877
0.050809312611818314,0.03475531190633774,0.8076549768447876,0.7901020050048828,0.8589673042297363,0.8430508375167847
0.05127246677875519,0.03429295867681503,0.8102386593818665,0.7941550016403198,0.860892653465271,0.8493082523345947
0.04320227727293968,0.032200753688812256,0.8163608312606812,0.7937716245651245,0.8659524917602539,0.8545659780502319
0.05286747217178345,0.02992827817797661,0.8196771740913391,0.7958283424377441,0.8692628145217896,0.8464010953903198
0.035752128809690475,0.031123898923397064,0.8251640200614929,0.8023918271064758,0.8722003698348999,0.8488772511482239
0.04093877971172333,0.029106758534908295,0.8230272531509399,0.800184965133667,0.8687441945075989,0.8528876900672913
0.03465057909488678,0.02940717339515686,0.8285343050956726,0.7994406223297119,0.8753384351730347,0.853183925151825
0.039133645594120026,0.03018554300069809,0.8233016729354858,0.8045067191123962,0.8680360913276672,0.8604588508605957
0.031054770573973656,0.028067873790860176,0.8307977914810181,0.8012881278991699,0.8758628964424133,0.8466659188270569
0.036709751933813095,0.030545484274625778,0.8370683789253235,0.8088773488998413,0.8828372955322266,0.8688290119171143
0.03371010720729828,0.02629411779344082,0.8349765539169312,0.8151917457580566,0.8797662854194641,0.8668065071105957
0.04161270335316658,0.02734098955988884,0.8371080160140991,0.8051022291183472,0.8825699090957642,0.854932963848114
0.04002656415104866,0.02782035991549492,0.8356527090072632,0.814907968044281,0.8781410455703735,0.8636682033538818
0.03412195295095444,0.02641749382019043,0.8404523134231567,0.8126605153083801,0.8829829096794128,0.8522801399230957
0.028062449768185616,0.026047371327877045,0.8424463272094727,0.8140148520469666,0.8854013681411743,0.8631327748298645
0.04009971767663956,0.027989935129880905,0.839769184589386,0.8137983679771423,0.8821207880973816,0.8722284436225891
0.02352808602154255,0.0256822407245636,0.8439229130744934,0.8158267736434937,0.8869592547416687,0.8664328455924988
0.03225664794445038,0.027697958052158356,0.8379253149032593,0.8110792636871338,0.879804790019989,0.8696194887161255
0.029595965519547462,0.025195635855197906,0.8413088917732239,0.8199589848518372,0.882435142993927,0.860363781452179
0.03172382712364197,0.024407435208559036,0.841343104839325,0.818448007106781,0.8805533647537231,0.8659195303916931
0.030054861679673195,0.02401362732052803,0.8486140966415405,0.8192698359489441,0.8896465301513672,0.8664809465408325
0.0312485471367836,0.024085188284516335,0.8508442640304565,0.8210645914077759,0.891514003276825,0.8587287664413452
0.021226312965154648,0.024351654574275017,0.843798041343689,0.8233740329742432,0.8830549120903015,0.868492603302002
0.03515775501728058,0.023944377899169922,0.8470519781112671,0.822269856929779,0.8856825828552246,0.865060567855835
0.03815104812383652,0.024544300511479378,0.8532634973526001,0.8163490295410156,0.8941709399223328,0.8623702526092529
0.031959593296051025,0.02379857935011387,0.8572936058044434,0.8238794207572937,0.8961869478225708,0.8702985048294067
0.026071058586239815,0.022880394011735916,0.8427184820175171,0.8239813446998596,0.8806190490722656,0.865181565284729
0.02517722174525261,0.02309592440724373,0.8464034199714661,0.8233141899108887,0.883780837059021,0.8671233057975769
0.029024522751569748,0.02408563531935215,0.8567980527877808,0.8269802927970886,0.8958978652954102,0.8716826438903809
0.02909659780561924,0.023874659091234207,0.8473809957504272,0.819861650466919,0.8853961229324341,0.8602592349052429
0.02282845973968506,0.022621864452958107,0.8508778810501099,0.8279412984848022,0.8885601162910461,0.8675196170806885
0.026298636570572853,0.022208968177437782,0.8547776937484741,0.824455976486206,0.8915536999702454,0.8680150508880615
0.03251056373119354,0.023307323455810547,0.8599239587783813,0.822695791721344,0.8980497121810913,0.8697484731674194
0.021821172907948494,0.022486137226223946,0.8541973829269409,0.826367199420929,0.8905823826789856,0.8706576228141785
0.030004577711224556,0.023567551746964455,0.847934365272522,0.8273804783821106,0.8831577301025391,0.87144935131073
0.029326550662517548,0.02250577323138714,0.8563982844352722,0.8281279802322388,0.8926073312759399,0.8705475330352783
0.026342667639255524,0.02248808555305004,0.8535911440849304,0.8239418864250183,0.8909409642219543,0.869229257106781
